pubkey,scid,channel_capacity,outgoing_reputation,incoming_revenue
02cb0b711dcc2887736227aeeecb81ceadd372d978e7eeb9c85cb076b3420dbd3e,495879744192512,6000000000,0,11599
038fb77fd39a5d0782027a420571482d9dbef1a24f129bbafc487ac084a2251e5f,351843720953856,5000000000,77355,540795
038fb77fd39a5d0782027a420571482d9dbef1a24f129bbafc487ac084a2251e5f,470590976753664,2000000000,323967,1021834
038fb77fd39a5d0782027a420571482d9dbef1a24f129bbafc487ac084a2251e5f,517869976748032,16777215000,1553,9157793
038fb77fd39a5d0782027a420571482d9dbef1a24f129bbafc487ac084a2251e5f,349644697698304,1000000000,10319154,1553
023e24602891c28a7872ea1ad5c1bb41abe4206ae1599bb981e3278a121e7895d6,515670953492480,39842776000,1201,5707053
023e24602891c28a7872ea1ad5c1bb41abe4206ae1599bb981e3278a121e7895d6,525566558142464,10000000000,0,50063
023e24602891c28a7872ea1ad5c1bb41abe4206ae1599bb981e3278a121e7895d6,537661186048000,10000000000,21413,0
023e24602891c28a7872ea1ad5c1bb41abe4206ae1599bb981e3278a121e7895d6,576144093020160,10000000000,0,0
023e24602891c28a7872ea1ad5c1bb41abe4206ae1599bb981e3278a121e7895d6,460695372103680,1200000000,2905,10338
023e24602891c28a7872ea1ad5c1bb41abe4206ae1599bb981e3278a121e7895d6,493680720936960,6000000000,0,1279645
023e24602891c28a7872ea1ad5c1bb41abe4206ae1599bb981e3278a121e7895d6,584940186042368,10000000000,0,0
023e24602891c28a7872ea1ad5c1bb41abe4206ae1599bb981e3278a121e7895d6,458496348848128,6000000000,0,0
023e24602891c28a7872ea1ad5c1bb41abe4206ae1599bb981e3278a121e7895d6,546457279070208,10000000000,11060499,0
023e24602891c28a7872ea1ad5c1bb41abe4206ae1599bb981e3278a121e7895d6,566248488370176,10000000000,0,4044343
023e24602891c28a7872ea1ad5c1bb41abe4206ae1599bb981e3278a121e7895d6,495879744192512,6000000000,5403,0
03e8b9a977fa3ae7acce74c25986c7240a921222e349729737df832a1b5ceb49df,373833953509376,4000000000,0,0
03e8b9a977fa3ae7acce74c25986c7240a921222e349729737df832a1b5ceb49df,494780232564736,2000000000,0,0
032edd981ea842209bd1f8bf5e8b753134fbee4a5efe0d928bc05fc44c67079622,550855325581312,357573000,57204,257973
032edd981ea842209bd1f8bf5e8b753134fbee4a5efe0d928bc05fc44c67079622,434307093037056,3000000000,175599,218040331
032edd981ea842209bd1f8bf5e8b753134fbee4a5efe0d928bc05fc44c67079622,527765581398016,3198574000,223644085,1306
032edd981ea842209bd1f8bf5e8b753134fbee4a5efe0d928bc05fc44c67079622,526666069770240,3399741000,0,5576858
038607b58550d272ce8a058b77bc7a00e099687531359074bb600477f6bb7d1764,481586093031424,2000000000,317262,0
038607b58550d272ce8a058b77bc7a00e099687531359074bb600477f6bb7d1764,445302209314816,10000000000,0,322208
