pubkey,scid,channel_capacity,outgoing_reputation,incoming_revenue
035a43121d24b2ff465e85af9c07963701f259b5ce4ee636e3aeb503cc64142c11,339749093048320,10000000000,0,0
035a43121d24b2ff465e85af9c07963701f259b5ce4ee636e3aeb503cc64142c11,340848604676096,10000000000,0,0
035a43121d24b2ff465e85af9c07963701f259b5ce4ee636e3aeb503cc64142c11,336450558164992,10000000000,0,0
035a43121d24b2ff465e85af9c07963701f259b5ce4ee636e3aeb503cc64142c11,338649581420544,10000000000,0,0
035a43121d24b2ff465e85af9c07963701f259b5ce4ee636e3aeb503cc64142c11,334251534909440,10000000000,0,0
035a43121d24b2ff465e85af9c07963701f259b5ce4ee636e3aeb503cc64142c11,332052511653888,10000000000,0,0
035a43121d24b2ff465e85af9c07963701f259b5ce4ee636e3aeb503cc64142c11,345246651187200,10000000000,0,0
033e9ce4e8f0e68f7db49ffb6b9eecc10605f3f3fcb3c630545887749ab515b9c7,595935302320128,16486691000,117004,712326
033e9ce4e8f0e68f7db49ffb6b9eecc10605f3f3fcb3c630545887749ab515b9c7,352943232581632,16777215000,6062366,3627259
033e9ce4e8f0e68f7db49ffb6b9eecc10605f3f3fcb3c630545887749ab515b9c7,506874860470272,88888888000,46871854,19483
033e9ce4e8f0e68f7db49ffb6b9eecc10605f3f3fcb3c630545887749ab515b9c7,517869976748032,16777215000,6637766,1736810
033e9ce4e8f0e68f7db49ffb6b9eecc10605f3f3fcb3c630545887749ab515b9c7,393625162809344,40400400000,278708,54546
033e9ce4e8f0e68f7db49ffb6b9eecc10605f3f3fcb3c630545887749ab515b9c7,547556790697984,5000000000,62890,1372968
033e9ce4e8f0e68f7db49ffb6b9eecc10605f3f3fcb3c630545887749ab515b9c7,361739325603840,3000000000,384494,135892
033e9ce4e8f0e68f7db49ffb6b9eecc10605f3f3fcb3c630545887749ab515b9c7,549755813953536,200000000000,0,56482292
033e9ce4e8f0e68f7db49ffb6b9eecc10605f3f3fcb3c630545887749ab515b9c7,515670953492480,39842776000,968966,386505
033e9ce4e8f0e68f7db49ffb6b9eecc10605f3f3fcb3c630545887749ab515b9c7,513471930236928,22222222000,14480419,2248892
033e9ce4e8f0e68f7db49ffb6b9eecc10605f3f3fcb3c630545887749ab515b9c7,518969488375808,333333333000,628291,40354129
033e9ce4e8f0e68f7db49ffb6b9eecc10605f3f3fcb3c630545887749ab515b9c7,500277790703616,2000000000,464,10110
033e9ce4e8f0e68f7db49ffb6b9eecc10605f3f3fcb3c630545887749ab515b9c7,514571441864704,18070817000,8499392,1190371
033e9ce4e8f0e68f7db49ffb6b9eecc10605f3f3fcb3c630545887749ab515b9c7,416714906992640,21000000000,3691034,6871417
033e9ce4e8f0e68f7db49ffb6b9eecc10605f3f3fcb3c630545887749ab515b9c7,502476813959168,3000000000,2846338,121318
033e9ce4e8f0e68f7db49ffb6b9eecc10605f3f3fcb3c630545887749ab515b9c7,567347999997952,16384128000,1967187,6753843
033e9ce4e8f0e68f7db49ffb6b9eecc10605f3f3fcb3c630545887749ab515b9c7,512372418609152,16777215000,19859097,264265
033e9ce4e8f0e68f7db49ffb6b9eecc10605f3f3fcb3c630545887749ab515b9c7,520069000003584,279518538000,495382,48042334
033e9ce4e8f0e68f7db49ffb6b9eecc10605f3f3fcb3c630545887749ab515b9c7,329853488398336,10000000000,48866619,17007
033e9ce4e8f0e68f7db49ffb6b9eecc10605f3f3fcb3c630545887749ab515b9c7,510173395353600,16777215000,33328,513078
033e9ce4e8f0e68f7db49ffb6b9eecc10605f3f3fcb3c630545887749ab515b9c7,516770465120256,18449825000,11323734,27720
033e9ce4e8f0e68f7db49ffb6b9eecc10605f3f3fcb3c630545887749ab515b9c7,505775348842496,88888888000,504887,2607097
033e9ce4e8f0e68f7db49ffb6b9eecc10605f3f3fcb3c630545887749ab515b9c7,355142255837184,10009953000,1943776,2974366
0353325e099c2b657ca5c4bb975a20b0c3de1d2391dabe73f40484aac255628d22,363938348859392,2000000000,214760,412644
0353325e099c2b657ca5c4bb975a20b0c3de1d2391dabe73f40484aac255628d22,333152023281665,10000000000,0,118111
0353325e099c2b657ca5c4bb975a20b0c3de1d2391dabe73f40484aac255628d22,484884627914752,2000000000,29831,52664
0353325e099c2b657ca5c4bb975a20b0c3de1d2391dabe73f40484aac255628d22,356241767464960,16000000000,6052,190677
0353325e099c2b657ca5c4bb975a20b0c3de1d2391dabe73f40484aac255628d22,368336395370497,80000000000,295648,0
0353325e099c2b657ca5c4bb975a20b0c3de1d2391dabe73f40484aac255628d22,387028093042688,1000000000,36608,232153
0353325e099c2b657ca5c4bb975a20b0c3de1d2391dabe73f40484aac255628d22,366137372114944,4000000000,63418,215835
0353325e099c2b657ca5c4bb975a20b0c3de1d2391dabe73f40484aac255628d22,348545186070528,2000000000,420846,94053
0353325e099c2b657ca5c4bb975a20b0c3de1d2391dabe73f40484aac255628d22,372734441881600,4000000000,278712,268305
0353325e099c2b657ca5c4bb975a20b0c3de1d2391dabe73f40484aac255628d22,348545186070529,80000000000,2958,64
0353325e099c2b657ca5c4bb975a20b0c3de1d2391dabe73f40484aac255628d22,362838837231616,2000000000,299165,63670
037c65e34444c37deaccde1f61f03b93e22b3d7451894d836f60132ee5a6f486ed,571746046509056,10000000000,178810,0
037c65e34444c37deaccde1f61f03b93e22b3d7451894d836f60132ee5a6f486ed,558551906975744,10000000000,0,0
037c65e34444c37deaccde1f61f03b93e22b3d7451894d836f60132ee5a6f486ed,390326627926016,10000000000,0,0
037c65e34444c37deaccde1f61f03b93e22b3d7451894d836f60132ee5a6f486ed,536561674420224,8000000000,0,178810
037c65e34444c37deaccde1f61f03b93e22b3d7451894d836f60132ee5a6f486ed,529964604653568,7700000000,0,0
037c65e34444c37deaccde1f61f03b93e22b3d7451894d836f60132ee5a6f486ed,418913930248192,7777777000,0,0
026209a739dbf4ab8c73db56773a61247e92fecc53ec5c8f7ae41f6d11fec64a04,471690488381440,2000000000,0,0
026209a739dbf4ab8c73db56773a61247e92fecc53ec5c8f7ae41f6d11fec64a04,444202697687040,2000000000,251,4651
026209a739dbf4ab8c73db56773a61247e92fecc53ec5c8f7ae41f6d11fec64a04,347445674442752,500000000,4651,251
026209a739dbf4ab8c73db56773a61247e92fecc53ec5c8f7ae41f6d11fec64a04,406819302342656,5000000000,0,0
0205198c099c45acedf988445f71da087ca39cd80847e53a7819e8f4e45768d7d3,543158744186880,3800000000,7734,35004
0205198c099c45acedf988445f71da087ca39cd80847e53a7819e8f4e45768d7d3,544258255814656,5160000000,0,82294
0205198c099c45acedf988445f71da087ca39cd80847e53a7819e8f4e45768d7d3,542059232559104,4100000000,0,14151
0205198c099c45acedf988445f71da087ca39cd80847e53a7819e8f4e45768d7d3,561850441859072,10000000000,0,148734
0205198c099c45acedf988445f71da087ca39cd80847e53a7819e8f4e45768d7d3,581641651159040,3000000000,280182,7734
039cc5f54fcb4ceb6900d13d899a1ea5a142f350cebceaae21043d1d502bb85ef5,590437744181248,21654642000,1048801,948804
039cc5f54fcb4ceb6900d13d899a1ea5a142f350cebceaae21043d1d502bb85ef5,463993906987008,25000000000,0,78836456
039cc5f54fcb4ceb6900d13d899a1ea5a142f350cebceaae21043d1d502bb85ef5,462894395359232,20000000000,8776525,16355771
039cc5f54fcb4ceb6900d13d899a1ea5a142f350cebceaae21043d1d502bb85ef5,580542139531264,12000000000,3109997,16715308
039cc5f54fcb4ceb6900d13d899a1ea5a142f350cebceaae21043d1d502bb85ef5,534362651164672,15000000000,90354,1416252
039cc5f54fcb4ceb6900d13d899a1ea5a142f350cebceaae21043d1d502bb85ef5,336450558164992,10000000000,182515025,1161
039cc5f54fcb4ceb6900d13d899a1ea5a142f350cebceaae21043d1d502bb85ef5,480486581403648,2000000000,8093212,17115
039cc5f54fcb4ceb6900d13d899a1ea5a142f350cebceaae21043d1d502bb85ef5,553054348836864,100000000000,480866,89823810
031bdbb93de14f5c3b1295fb964e6acce26d1dbfef8b18dfffdd45586551dcf1be,477188046520320,2000000000,0,0
031bdbb93de14f5c3b1295fb964e6acce26d1dbfef8b18dfffdd45586551dcf1be,599233837203456,10000000000,80364,0
031bdbb93de14f5c3b1295fb964e6acce26d1dbfef8b18dfffdd45586551dcf1be,465093418614784,10000000000,0,0
031bdbb93de14f5c3b1295fb964e6acce26d1dbfef8b18dfffdd45586551dcf1be,489282674425856,5000000000,0,80364
02bcf5a79decf6f700808a5f6d00edc4d597199e1f1cc09149ae42ebf334e4da50,358440790720512,2000000000,0,0
02bcf5a79decf6f700808a5f6d00edc4d597199e1f1cc09149ae42ebf334e4da50,396923697692672,3000000000,0,0
02bcf5a79decf6f700808a5f6d00edc4d597199e1f1cc09149ae42ebf334e4da50,365037860487168,2000000000,0,0
02bcf5a79decf6f700808a5f6d00edc4d597199e1f1cc09149ae42ebf334e4da50,482685604659200,2000000000,0,0
02f3d9e33a2de53e128ae1821f0cff02f7e8c9b6872d949f0ebb0c8e388bad82ac,466192930242560,5000000000,335598,484745
