pubkey,scid,channel_capacity,outgoing_reputation,incoming_revenue
030c3f19d742ca294a55c00376b3b355c3c90d61c6b6b39554dbc7ac19b141c14f,410117837225984,3000000000,2195172,60351
030c3f19d742ca294a55c00376b3b355c3c90d61c6b6b39554dbc7ac19b141c14f,369435906998272,20000000000,303091,1481520
030c3f19d742ca294a55c00376b3b355c3c90d61c6b6b39554dbc7ac19b141c14f,354042744209408,3500000000,1890197,2039199
030c3f19d742ca294a55c00376b3b355c3c90d61c6b6b39554dbc7ac19b141c14f,366137372114944,650000000,444249,595845
030c3f19d742ca294a55c00376b3b355c3c90d61c6b6b39554dbc7ac19b141c14f,365037860487168,1100000000,535,44448
035d681f3696fc5039d304c621f6f39ba6e0aa0ad482065417720d4f820f8dcb0e,350744209326080,130000000,34522,94
035d681f3696fc5039d304c621f6f39ba6e0aa0ad482065417720d4f820f8dcb0e,347445674442752,60000000,301,14942
035d681f3696fc5039d304c621f6f39ba6e0aa0ad482065417720d4f820f8dcb0e,383729558159360,2000000000,261202,125
035d681f3696fc5039d304c621f6f39ba6e0aa0ad482065417720d4f820f8dcb0e,348545186070528,80000000,94,224841
035d681f3696fc5039d304c621f6f39ba6e0aa0ad482065417720d4f820f8dcb0e,349644697698304,90000000,32,56158
025dfb3926e67a64b45a164865a737ecfc37071d11ac4846b0d59c4979c8bb08b8,367236883742720,100000000,0,0
025dfb3926e67a64b45a164865a737ecfc37071d11ac4846b0d59c4979c8bb08b8,398023209320448,40000000,2218,57764
025dfb3926e67a64b45a164865a737ecfc37071d11ac4846b0d59c4979c8bb08b8,382630046531584,2000000000,57764,2218
021cb32426ed1a6be9533801e7c56a70ffc1c360a3a31819c3ae0a72e141d78000,391426139553792,2000000000,5648862,1048334
021cb32426ed1a6be9533801e7c56a70ffc1c360a3a31819c3ae0a72e141d78000,392525651181568,2000000000,1073759,5671812
021cb32426ed1a6be9533801e7c56a70ffc1c360a3a31819c3ae0a72e141d78000,393625162809344,50000000,22946,25430
03919a0a495cfd08779a3c23168827243cabe597e8ee5ea0c7827b6c407e260fe2,401321744203776,50000000,0,0
03aab7e9327716ee946b8fbfae039b0db85356549e72c5cca113ea67893d0821e5,420013441875968,16770000000,14404109503771,15185849
03aab7e9327716ee946b8fbfae039b0db85356549e72c5cca113ea67893d0821e5,415615395364864,99995000000,126952534,10289670872096
03aab7e9327716ee946b8fbfae039b0db85356549e72c5cca113ea67893d0821e5,411217348853760,25000000000,21913430,2288
03aab7e9327716ee946b8fbfae039b0db85356549e72c5cca113ea67893d0821e5,412316860481536,100000000000,0,5408432504078
03aab7e9327716ee946b8fbfae039b0db85356549e72c5cca113ea67893d0821e5,421112953503744,16770000000,2393784928023,25379078
03aab7e9327716ee946b8fbfae039b0db85356549e72c5cca113ea67893d0821e5,409018325598208,25000000000,16121091,1099915470831
03d607f3e69fd032524a867b288216bfab263b6eaee4e07783799a6fe69bb84fac,411217348853760,25000000000,271238863,154937706
03d607f3e69fd032524a867b288216bfab263b6eaee4e07783799a6fe69bb84fac,384829069787136,1000000000,16365203,4182452
03d607f3e69fd032524a867b288216bfab263b6eaee4e07783799a6fe69bb84fac,385928581414912,2000000000,9045299,10165903
03d607f3e69fd032524a867b288216bfab263b6eaee4e07783799a6fe69bb84fac,400222232576000,100000000000,5831036312,311462701
03d607f3e69fd032524a867b288216bfab263b6eaee4e07783799a6fe69bb84fac,373833953509376,84803717000,49374527,5705603701
03d607f3e69fd032524a867b288216bfab263b6eaee4e07783799a6fe69bb84fac,368336395370496,3000000000,5020208,7097041
03d607f3e69fd032524a867b288216bfab263b6eaee4e07783799a6fe69bb84fac,352943232581632,1620000000,15654456,4294750
023bb9937dea9707583e45aa6708af0c5d16d9ca3970f67ab76606f43b7457309d,391426139553792,2000000000,0,0
0335e4265f783f37378e969c6a123557cf5d22cc97ec42ea3abff5dfaa64afea83,336450558164992,2000000000,17066,0
0335e4265f783f37378e969c6a123557cf5d22cc97ec42ea3abff5dfaa64afea83,358440790720512,20000000000,0,14057
0335e4265f783f37378e969c6a123557cf5d22cc97ec42ea3abff5dfaa64afea83,384829069787136,1000000000,33653,0
0335e4265f783f37378e969c6a123557cf5d22cc97ec42ea3abff5dfaa64afea83,357341279092736,10000000000,0,36669
031678745383bd273b4c3dbefc8ffbf4847d85c2f62d3407c0c980430b3257c403,338649581420544,1000000000,761494,1138440
031678745383bd273b4c3dbefc8ffbf4847d85c2f62d3407c0c980430b3257c403,344147139559424,1000000000,771630,678347
031678745383bd273b4c3dbefc8ffbf4847d85c2f62d3407c0c980430b3257c403,359540302348288,5000223000,2278523,4042761
031678745383bd273b4c3dbefc8ffbf4847d85c2f62d3407c0c980430b3257c403,381530534903808,50000000000,5842964,3794999
